url,domain,pais,source,label
clubelnogal.com,clubelnogal.com,Colombia,homepage,0
crediminuto.buk.co,crediminuto.buk.co,Colombia,homepage,0
consulta.runtplaca.com,consulta.runtplaca.com,Colombia,homepage,0
coljgaitan.edu.co,coljgaitan.edu.co,Colombia,homepage,0
autoantioquia.edu.co,autoantioquia.edu.co,Colombia,homepage,0
concasaya.com,concasaya.com,Colombia,homepage,0
aromasdebello.com.co,aromasdebello.com.co,Colombia,homepage,0
desarrolloeconomico.gov.co,desarrolloeconomico.gov.co,Colombia,homepage,0
supresenciacooperativa.com,supresenciacooperativa.com,Colombia,homepage,0
sanbartolo.edu.co,sanbartolo.edu.co,Colombia,homepage,0
signoco.net,signoco.net,Colombia,homepage,0
constructoraberlin.com,constructoraberlin.com,Colombia,homepage,0
bienestar.ugc.edu.co,bienestar.ugc.edu.co,Colombia,homepage,0
easybakery.shop,easybakery.shop,Colombia,homepage,0
advanceperfumeria.com,advanceperfumeria.com,Colombia,homepage,0
ayuda.stake.com.co,ayuda.stake.com.co,Colombia,homepage,0
medicalimaging.com.co,medicalimaging.com.co,Colombia,homepage,0
exicasa.com,exicasa.com,Colombia,homepage,0
integritylegal.co,integritylegal.co,Colombia,homepage,0
granpremiomd.com,granpremiomd.com,Colombia,homepage,0
http://bimoney.co/mis-pagos.html,bimoney.co,Colombia,url,0
https://arrechos.co/temporada-2023,arrechos.co,Colombia,url,0
https://b2b.cipa.com.co/login,b2b.cipa.com.co,Colombia,url,0
https://paisa.alerta.com.co/hinchada,paisa.alerta.com.co,Colombia,url,0
https://www.evolerp.com/portafolio.html,evolerp.com,Colombia,url,0
https://101fintech.com/Contacto.aspx,101fintech.com,Colombia,url,0
https://www.tequendamahotel.com/faq,tequendamahotel.com,Colombia,url,0
https://bigcasting.co/comerciales,bigcasting.co,Colombia,url,0
https://www.redesmedicasips.com/servicios,redesmedicasips.com,Colombia,url,0
https://atnlogistics.co/servicios,atnlogistics.co,Colombia,url,0
https://cinemalocal.co/programacion,cinemalocal.co,Colombia,url,0
https://capacitapro.net/957-2,capacitapro.net,Colombia,url,0
https://hidraliss.com/ecommerce,hidraliss.com,Colombia,url,0
https://codema.coop/contacto,codema.coop,Colombia,url,0
https://divioficinas.com/reparaciones,divioficinas.com,Colombia,url,0
https://cauchosmalaca.com/proyectos,cauchosmalaca.com,Colombia,url,0
https://dmd.org.co/boletines-recursos,dmd.org.co,Colombia,url,0
https://www.grupoasmedan.com/vacunacion,grupoasmedan.com,Colombia,url,0
https://www.srwok.com/pedidos,srwok.com,Colombia,url,0
https://ipsprosalud.com/contactanos,ipsprosalud.com,Colombia,url,0
https://huevoskikes.com/productos,huevoskikes.com,Colombia,url,0
https://unipaz.edu.co/soy-estudiante,unipaz.edu.co,Colombia,url,0
https://santiagobotero.com/blog,santiagobotero.com,Colombia,url,0
https://inmobiliariasi.com/historia,inmobiliariasi.com,Colombia,url,0
https://gerson.gov.co/mapeo,gerson.gov.co,Colombia,url,0
https://crecereacciones.com/signup,crecereacciones.com,Colombia,url,0
https://www.balotoresultados.co/contacto,balotoresultados.co,Colombia,url,0
https://diamante.com.co/blog,diamante.com.co,Colombia,url,0
https://bases.unal.edu.co/sede-la-paz,bases.unal.edu.co,Colombia,url,0
https://pagosimple.com/data-simple,pagosimple.com,Colombia,url,0
https://www.munaysanctuary.com/contact-9,munaysanctuary.com,Colombia,url,0
https://agesoc.org/inscripcion-cursos,agesoc.org,Colombia,url,0
https://cosmocentro.com/contacto,cosmocentro.com,Colombia,url,0
https://senaplus.co/logo-del-sena,senaplus.co,Colombia,url,0
https://cemped.edu.co/ea_cursos,cemped.edu.co,Colombia,url,0
https://my.ediexpressinc.com/home.asp,my.ediexpressinc.com,Colombia,url,0
https://www.vasagoo.com/blog,vasagoo.com,Colombia,url,0
https://www.enthaltda.com.co/eventos,enthaltda.com.co,Colombia,url,0
https://www.mipymes.gov.co/contactenos,mipymes.gov.co,Colombia,url,0
https://teatronacional.co/bono-regalo,teatronacional.co,Colombia,url,0
https://caribe.unad.edu.co/la-guajira,caribe.unad.edu.co,Colombia,url,0
https://sannicolasedu.com/nosotros,sannicolasedu.com,Colombia,url,0
https://daniel.com.co/daniel.com.co,daniel.com.co,Colombia,url,0
https://app.confiopagos.com/login,app.confiopagos.com,Colombia,url,0
https://www.prointegral.com/about_us,prointegral.com,Colombia,url,0
https://dracamilaromero.com/servicios,dracamilaromero.com,Colombia,url,0
https://mexicanitos.co/salsas,mexicanitos.co,Colombia,url,0
https://mattilda.com.co/contacto,mattilda.com.co,Colombia,url,0
https://cialta.com/somos-sostenibles,cialta.com,Colombia,url,0
https://cccombeima.com/3004279230,cccombeima.com,Colombia,url,0
https://archies.co/ubicaciones,archies.co,Colombia,url,0
https://anayco.net/venta-equipos,anayco.net,Colombia,url,0
https://constructoragracol.com/avances-obra,constructoragracol.com,Colombia,url,0
https://empleo.porcicarnes.com/KactuRl,empleo.porcicarnes.com,Colombia,url,0
https://oftapalmira.com/area-colaboradores,oftapalmira.com,Colombia,url,0
https://stage.ris.com.co/documentos-legales,stage.ris.com.co,Colombia,url,0
https://colitasfelices.org/politica-de-cookies,colitasfelices.org,Colombia,url,0
https://carecolombiaong.org/arg-regional-2022,carecolombiaong.org,Colombia,url,0
https://posa.com.co/teminos-y-condiciones,posa.com.co,Colombia,url,0
https://uniban.com/desarrollo-de-mercados,uniban.com,Colombia,url,0
https://www.comercialpapelera.com.co/nosotros,comercialpapelera.com.co,Colombia,url,0
https://multy360.com/politica-de-envio,multy360.com,Colombia,url,0
https://bateriaswillard.com/trabaja-con-nosotros,bateriaswillard.com,Colombia,url,0
https://trejos.co/buenaventura-armenia,trejos.co,Colombia,url,0
https://dias.limpiafy.co/vincula-tu-empleada,dias.limpiafy.co,Colombia,url,0
https://cifcconsorciobftel.com/SIGCORE,cifcconsorciobftel.com,Colombia,url,0
https://seguridadsancarlos.com/emergencias_mascotas,seguridadsancarlos.com,Colombia,url,0
https://sanjoserefugio.edu.co/velada-navidena,sanjoserefugio.edu.co,Colombia,url,0
https://parquelosarrieros.com/regimen-de-responsabilidad,parquelosarrieros.com,Colombia,url,0
https://alimentosreborn.com/testimonios,alimentosreborn.com,Colombia,url,0
https://summitbogota.com/feliz-cumpleanos,summitbogota.com,Colombia,url,0
https://ievidanueva.edu.co/protocolos-y-ruta,ievidanueva.edu.co,Colombia,url,0
https://tuticket.com.co/concierto-de-conciertos-2026,tuticket.com.co,Colombia,url,0
https://tiendamedicalospinos.com/retoma-cama-hospitalaria,tiendamedicalospinos.com,Colombia,url,0
https://clinicaelitedental.com.co/protesis,clinicaelitedental.com.co,Colombia,url,0
https://www.masteracademic.info/contactodemo.php,masteracademic.info,Colombia,url,0
https://clinicantioquia.com.co/resultados-en-linea,clinicantioquia.com.co,Colombia,url,0
https://susuerte.com/condiciones-promocionales,susuerte.com,Colombia,url,0
https://www.eurointernacional.com/sillas-descuentos,eurointernacional.com,Colombia,url,0
https://nomiweb.dms.ms/pss_recuperar.aspx,nomiweb.dms.ms,Colombia,url,0
https://clubdelidereschevrolet.com/register,clubdelidereschevrolet.com,Colombia,url,0
https://experta.cymetria.com/terminos-condiciones.pdf,experta.cymetria.com,Colombia,url,0
https://www.fasecolda.com/asociaciones-de-segu,fasecolda.com,Colombia,url,0
https://site.gigha.com.co/lp-atraccion-de-talentos-gigha,site.gigha.com.co,Colombia,url,0
https://giant-bicycles.com.co/contend-sl-2-disc-2023.html,giant-bicycles.com.co,Colombia,url,0
https://agro-costa.com/nuestro-portafolio,agro-costa.com,Colombia,url,0
https://www.farmacentervirtual.com/finalizar-compra,farmacentervirtual.com,Colombia,url,0
https://mesa.comfandi.com.co/apis.html,mesa.comfandi.com.co,Colombia,url,0
https://www.conjuntoexpress.com/funcionalidad.html,conjuntoexpress.com,Colombia,url,0
https://wedent.co/nuestros-profesionales,wedent.co,Colombia,url,0
https://somosthegula.com/el-papa-de-los-asados-2026,somosthegula.com,Colombia,url,0
https://zenplug.co/preguntas-frecuentes,zenplug.co,Colombia,url,0
https://liwa.co/puntos-de-pago-liwa-puntored,liwa.co,Colombia,url,0
https://app.redecom.co/datos-personales,app.redecom.co,Colombia,url,0
https://ada.cedenar.com.co/feasibility,ada.cedenar.com.co,Colombia,url,0
https://www.granjalandiainteractiva.com/acerca-de,granjalandiainteractiva.com,Colombia,url,0
https://asistencia24horasbogota.com/contactanos,asistencia24horasbogota.com,Colombia,url,0
https://aseoslaperfeccion.com/blog-menu,aseoslaperfeccion.com,Colombia,url,0
https://tiempos.com.co/preguntas-frecuentes,tiempos.com.co,Colombia,url,0
https://luzcol.com/products/vestido-nova-nueva-coleccion,luzcol.com,Colombia,url,0
https://naturalpride.co/collections/muestras,naturalpride.co,Colombia,url,0
https://bymarttcolombia.lat/policies/shipping-policy,bymarttcolombia.lat,Colombia,url,0
https://www.moicolombia.com/collections/falda-short,moicolombia.com,Colombia,url,0
https://snacksaludable.co/my-account/lost-password,snacksaludable.co,Colombia,url,0
https://ider.gov.co/pddr-2/3-etapa-de-formulacion,ider.gov.co,Colombia,url,0
https://taxbelalcazar.com.co/planes/la-guajira,taxbelalcazar.com.co,Colombia,url,0
http://www.colombiadistancia.com/distance/26189140-26189418,colombiadistancia.com,Colombia,url,0
https://cienciaabierta.uan.edu.co/Content/privacy,cienciaabierta.uan.edu.co,Colombia,url,0
https://robotschool.com.co/cursos/salas-maker-steam,robotschool.com.co,Colombia,url,0
https://cajitasconamor.com/product-category/otros,cajitasconamor.com,Colombia,url,0
https://uifonline.labour.gov.za/uifOnline/signout,uifonline.labour.gov.za,Colombia,url,0
https://web.angelvirtual.com/user/search,web.angelvirtual.com,Colombia,url,0
https://vascosecurity.avancyserp.com/web/login,vascosecurity.avancyserp.com,Colombia,url,0
https://disenosizqo.com/products/kit-recomen-20,disenosizqo.com,Colombia,url,0
https://seguro.comparaonline.com.co/cuenta-de-ahorro/tip,seguro.comparaonline.com.co,Colombia,url,0
https://iglesiafiladelfiacerete.co/category/integrated,iglesiafiladelfiacerete.co,Colombia,url,0
https://agradeci.it.com/products/mosquito-killer,agradeci.it.com,Colombia,url,0
https://accesorioslunaverde.com/policies/shipping-policy,accesorioslunaverde.com,Colombia,url,0
https://aris-mining.com/about-us/corporate-overview,aris-mining.com,Colombia,url,0
https://aplicaciones.semedical.com.co/docs/changelog.html,aplicaciones.semedical.com.co,Colombia,url,0
https://biblioteca.sena.edu.co/paginas/bases_libres.html,biblioteca.sena.edu.co,Colombia,url,0
https://www.incap.edu.co/campus-virtual/biblioteca-virtual,incap.edu.co,Colombia,url,0
https://galan.eddijhons.com/producto/burger-cronch-2,galan.eddijhons.com,Colombia,url,0
https://www.tiendarubbermaid.com/cart/pedido,tiendarubbermaid.com,Colombia,url,0
https://merkapez.com/producto/xin-xhu-vermicelli-500g,merkapez.com,Colombia,url,0
https://promoestetica.com/producto/venus-criolipolisis,promoestetica.com,Colombia,url,0
https://dlk.pandape.computrabajo.com/ApplyCT/12664254,dlk.pandape.computrabajo.com,Colombia,url,0
https://odoo.alfaam.com.co/page/website.feniex,odoo.alfaam.com.co,Colombia,url,0
https://barakbig.com/products/5-bodys-x-100-000,barakbig.com,Colombia,url,0
https://lantoclothes.com/products/nuevo-body-343,lantoclothes.com,Colombia,url,0
https://ellaserotic.com/prepagos/culonas,ellaserotic.com,Colombia,url,0
https://brooklynshop.co/products/new-balance-530-aaa,brooklynshop.co,Colombia,url,0
https://www.urbansportscolombia.com/product-category/ligas,urbansportscolombia.com,Colombia,url,0
https://iscplus.co/servicios_plus/manos-a-la-obra,iscplus.co,Colombia,url,0
https://tiendamariana.com/categoria-producto/libros,tiendamariana.com,Colombia,url,0
https://comfenalcoquindio.com/2026/06/01,comfenalcoquindio.com,Colombia,url,0
https://aula.academiaeliteltda.net/course/36/about,aula.academiaeliteltda.net,Colombia,url,0
https://www.vetpluscolombia.com/index.php/planes/39-esmeralda,vetpluscolombia.com,Colombia,url,0
https://app.eam.edu.co/site/site/espaciosacademicos.php,app.eam.edu.co,Colombia,url,0
https://www.hdiseguros.com.co/personas/seguros-autos/motos,hdiseguros.com.co,Colombia,url,0
http://cecimin.com.co/index.php/service/consulta,cecimin.com.co,Colombia,url,0
https://glambulancias.com/img/portfolio/09.jpg,glambulancias.com,Colombia,url,0
https://pinares.phidias.co/person/password/magiclink,pinares.phidias.co,Colombia,url,0
https://testigos.partidomira.com/testigos/auth/login,testigos.partidomira.com,Colombia,url,0
https://cartagenadelmar.edu.co/index/galerias/54,cartagenadelmar.edu.co,Colombia,url,0
https://www.nestoria.com.co/vichada/casas/venta,nestoria.com.co,Colombia,url,0
https://eservicioseducativos.com/blog-noticias/page/2,eservicioseducativos.com,Colombia,url,0
https://applauso.co/cdn-cgi/l/email-protection,applauso.co,Colombia,url,0
https://itco.edu.co/web/category/izadas-de-bandera,itco.edu.co,Colombia,url,0
https://corporacioncrecer.net/main/gradebook/search.php,corporacioncrecer.net,Colombia,url,0
https://www.recuperarsas.com/menu/8/quienes-somos,recuperarsas.com,Colombia,url,0
https://credilondon.com/cdn-cgi/l/email-protection,credilondon.com,Colombia,url,0
https://rogansya.com/system/nosotros/donde-estamos,rogansya.com,Colombia,url,0
https://www.fondofeip.com/index.php/nosotros/cuerpo-directivo,fondofeip.com,Colombia,url,0
https://escolvig.com/gallery/data/1629902758.jpg,escolvig.com,Colombia,url,0
http://suinmobiliaria.com.co/inmueble/5977/Arriendo,suinmobiliaria.com.co,Colombia,url,0
https://sansebastian.phidias.co/person/password/remind,sansebastian.phidias.co,Colombia,url,0
https://pqrs1.encoexpres.co/tramite_respuestas/create/17,pqrs1.encoexpres.co,Colombia,url,0
https://beewo.herokuapp.com/users/password/new,beewo.herokuapp.com,Colombia,url,0
https://ieantonionarino.edu.co/web/category/celebraciones,ieantonionarino.edu.co,Colombia,url,0
https://europanidesign.com/productos/categoria/decoracion,europanidesign.com,Colombia,url,0
https://app.flexiapp.com.co/app/negocios/solicitud,app.flexiapp.com.co,Colombia,url,0
https://co.salvat.com/cdn-cgi/l/email-protection,co.salvat.com,Colombia,url,0
https://santaclara.phidias.co/person/password/remind,santaclara.phidias.co,Colombia,url,0
https://web.colpegasus.com/cdn-cgi/l/email-protection,web.colpegasus.com,Colombia,url,0
https://catemar.com.co/categoria-producto/color/cafe,catemar.com.co,Colombia,url,0
https://www.discoverysex.com.co/categoria-producto/lenceria/medias-y-accesorios,discoverysex.com.co,Colombia,url,0
https://sumiteccomunicaciones.com/categoria-producto/computadores/venta,sumiteccomunicaciones.com,Colombia,url,0
https://www.legaquimicos.com/www.legaquimicos.com/www.legaquimicos.com/tienda,legaquimicos.com,Colombia,url,0
https://ccfacatativa.org.co/media/jn0bjq4h/tarifasmasc2026.pdf,ccfacatativa.org.co,Colombia,url,0
https://cbc.coop/servicios-para-ti/creditos/credito-de-vivienda,cbc.coop,Colombia,url,0
https://motosyaccesorios.com/product-category/cascos/abatible,motosyaccesorios.com,Colombia,url,0
https://investor.alcon.com/governance/board-of-directors/default.aspx,investor.alcon.com,Colombia,url,0
https://www.coninsa.co/corporativo/sostenibilidad/sostenibilidad-ambiental,coninsa.co,Colombia,url,0
https://palace.colmedicos.com/erp/snt/websys_resultados.snt,palace.colmedicos.com,Colombia,url,0
https://papeleriaelpinguino.com/web/categoria-producto/pinguiya,papeleriaelpinguino.com,Colombia,url,0
https://penalosa.com.co/productos/categoria/GRIFERIAS-BAÑOS,penalosa.com.co,Colombia,url,0
https://versalles.colmedicos.com/erp/snt/websys_resultados.snt,versalles.colmedicos.com,Colombia,url,0
https://www.prometalicos.com/category/porcinos/porcinas-mecanicas,prometalicos.com,Colombia,url,0
http://www.meta.cruzrojameta.org:9081/pag/portafolio/ConMedGeneral.aspx,meta.cruzrojameta.org,Colombia,url,0
https://piercing-glamz.co/blogs/news/los-10-piercings-mas-populares,piercing-glamz.co,Colombia,url,0
https://liceosoria.dpdsoft.com/reportes/documentosPre/manualCnv.pdf,liceosoria.dpdsoft.com,Colombia,url,0
https://cristoreybogota.phidias.co/person/password/magiclink,cristoreybogota.phidias.co,Colombia,url,0
https://main.plataformasintia.com/app-sintia/main-app/registro.php,main.plataformasintia.com,Colombia,url,0
https://ctl.gnosoft.com.co/inicioV2/no_sesion/olvido_contrasena.jsp,ctl.gnosoft.com.co,Colombia,url,0
https://toogeek.co/productos/sillas,toogeek.co,Colombia,url,0
https://herejewear.com/products/lucca,herejewear.com,Colombia,url,0
https://adipa.co/sesion/google,adipa.co,Colombia,url,0
https://multitexhome.com/product/24,multitexhome.com,Colombia,url,0
https://betobee.t3rsc.co/detalle/6562,betobee.t3rsc.co,Colombia,url,0
http://www.usaquen.gov.co/calendario/dia,usaquen.gov.co,Colombia,url,0
https://www.vchallenges.co/2026/boletines,vchallenges.co,Colombia,url,0
https://ipssanar.com/category/blog,ipssanar.com,Colombia,url,0
