url,dominio,label,pais
bekobekobeko.webcindario.com/onlin-secur-accoun-new776784687f/run/index/login.php?cmd=login_submit&id=544e76e8072b979e23229bb481723d19544e76e8072b979e23229bb481723d19&session=544e76e8072b979e23229bb481723d19544e76e8072b979e23229bb481723d19,bekobekobeko.webcindario.com,1,Generico
dkb-anmeldungonline-willkommen.mastermail.be/dkb/dkb1/index.php,dkb-anmeldungonline-willkommen.mastermail.be,1,Generico
hazhely.hu/PayPalX4/Return,hazhely.hu,1,Generico
m.g2213.com,m.g2213.com,1,Generico
mail.ywhns4.meclickts.my.id,mail.ywhns4.meclickts.my.id,1,Generico
apple.varificatione.com/verification/apple/alert,apple.varificatione.com,1,Generico
hf6ff2.ktt55.my.id,hf6ff2.ktt55.my.id,1,Generico
bzimbraquota.x24hr.com,bzimbraquota.x24hr.com,1,Generico
20.58.183.60,20.58.183.60,1,Generico
67.207.91.39/ClBC,67.207.91.39,1,Generico
622895.com,622895.com,1,Generico
commentsfb-fedjuhcrtjdoe.c-nergy.ca/connect.html?timelimit=7ad86c067655bf7395d7aa1276c5812a,commentsfb-fedjuhcrtjdoe.c-nergy.ca,1,Generico
metamsskchromextension.webflow.io,metamsskchromextension.webflow.io,1,Generico
mohinisulakhe72-cell.github.io/AmazonClone,mohinisulakhe72-cell.github.io,1,Generico
cp39294.tmweb.ru/7eabsaonline%206.htm,cp39294.tmweb.ru,1,Generico
meatmeskeaxtenson.webflow.io,meatmeskeaxtenson.webflow.io,1,Generico
dhzwoyqbkkokpysuqiiuonzlcdldhuqnuqix-dot-solar-vertex-285913.rj.r.appspot.com,dhzwoyqbkkokpysuqiiuonzlcdldhuqnuqix-dot-solar-vertex-285913.rj.r.appspot.com,1,Generico
rdlnatl.net/resend/login.php,rdlnatl.net,1,Generico
2bint.pp.ru,2bint.pp.ru,1,Generico
metamask.io.merge.nardeban.app/secure.html,metamask.io.merge.nardeban.app,1,Generico
auth143.com,auth143.com,1,Generico
melodrramajans.xyz,melodrramajans.xyz,1,Generico
richardgulletteinjurylaw.net/verify/mtb,richardgulletteinjurylaw.net,1,Generico
domaineorange587.weebly.com,domaineorange587.weebly.com,1,Generico
my3-accountpayment.com,my3-accountpayment.com,1,Generico
patrimoine24.com/templates/beez3/javascript/pagomenteflexy,patrimoine24.com,1,Generico
my.jcb.co.jp.thcurl.com/index.html,my.jcb.co.jp.thcurl.com,1,Generico
moonlit-zuccutto-e42f09.netlify.app,moonlit-zuccutto-e42f09.netlify.app,1,Generico
post-fbcom-zbppkjca4.saharamarinesc.com/connect.html?timelimit=9187cc1ebaf34a8b63809ef51f49656f,post-fbcom-zbppkjca4.saharamarinesc.com,1,Generico
b4.kianzmy5.sa.com/trustwallet,b4.kianzmy5.sa.com,1,Generico
bafybeifhy2ovqgfoulqfvbsr55e3ecs4grn5eb3iy7fp6g2xe4gicezjly.ipfs.dweb.link,bafybeifhy2ovqgfoulqfvbsr55e3ecs4grn5eb3iy7fp6g2xe4gicezjly.ipfs.dweb.link,1,Generico
samarthjadhavsj.github.io/webfrontend,samarthjadhavsj.github.io,1,Generico
phishing-client.vercel.app,phishing-client.vercel.app,1,Generico
invtgrupsexjoin9.collect20.com,invtgrupsexjoin9.collect20.com,1,Generico
ressokep99dz.duckdns.org,ressokep99dz.duckdns.org,1,Generico
help--live--ledgre-ledger-secured.webflow.io,help--live--ledgre-ledger-secured.webflow.io,1,Generico
pttrn-dpd.cfd,pttrn-dpd.cfd,1,Generico
coinbasproloign.godaddysites.com,coinbasproloign.godaddysites.com,1,Generico
365-webservice.com,365-webservice.com,1,Generico
lay-beneath-lexmark-ty.trycloudflare.com,lay-beneath-lexmark-ty.trycloudflare.com,1,Generico
g3cta-byaaa-aaaad-qctfq-cai.raw.ic0.app,g3cta-byaaa-aaaad-qctfq-cai.raw.ic0.app,1,Generico
avmduktzel.duckdns.org,avmduktzel.duckdns.org,1,Generico
3.142.215.142/mua/USER/scis/j6UnVHZsitlYrxStPNFUN4TsSjgEJkN7dlDp6FXSjFxO/3D/no-back-button,3.142.215.142,1,Generico
3.87.185.147/index.html,3.87.185.147,1,Generico
bet83013.com,bet83013.com,1,Generico
acessosegurocred.com/include/cadastro.php,acessosegurocred.com,1,Generico
zahnarzt-lwl.de,zahnarzt-lwl.de,1,Generico
secure--sso-coinbase--d-auth.webflow.io,secure--sso-coinbase--d-auth.webflow.io,1,Generico
axlnfinite.online,axlnfinite.online,1,Generico
i-am-sherlocked21.github.io/netflix,i-am-sherlocked21.github.io,1,Generico
doortotable.com/clients,doortotable.com,1,Generico
a0534772.xsph.ru/html,a0534772.xsph.ru,1,Generico
bt-100870.weeblysite.com,bt-100870.weeblysite.com,1,Generico
amazonmz.buzz/pc,amazonmz.buzz,1,Generico
atosc.com/wp-includes/gddg/update/webmail.php?userid=redacted@redacted.invalid,atosc.com,1,Generico
8952.jvcapitalgroup.com/.6JS1M0uy3P.aHR0cHM6Ly9jeXByZXNzLXdlbGwtY2hpY2tlbi5nbGl0Y2gubWUvODEyOTEwLmh0bWw/ZW09amFtaWUuY2hvb0Bnb29kcmljaGdsb2JhbC5jb20uc2cJCQ==,8952.jvcapitalgroup.com,1,Generico
acdfdrassw6w.allcleanbydee2.com/?=redacted@redacted.invalid,acdfdrassw6w.allcleanbydee2.com,1,Generico
cf.1937166357.workers.dev,cf.1937166357.workers.dev,1,Generico
apply-hypesquad-team-formulary.com,apply-hypesquad-team-formulary.com,1,Generico
kjlzxtplsl.duckdns.org/en,kjlzxtplsl.duckdns.org,1,Generico
meetvenues.sdssoftltd.co.uk/directory/sharepoint/sharepoint/management,meetvenues.sdssoftltd.co.uk,1,Generico
bug-codashop-event.duckdns.org,bug-codashop-event.duckdns.org,1,Generico
akhilautismfoundation.org/wp-admin/maint/off/Onexxxx/index-home.html,akhilautismfoundation.org,1,Generico
09fb236558d7818a7499afb40d24c6c4-dot-dbenitonline.ey.r.appspot.com,09fb236558d7818a7499afb40d24c6c4-dot-dbenitonline.ey.r.appspot.com,1,Generico
pesanreporter.com/admin/00/00/980014/index/xb,pesanreporter.com,1,Generico
btservice887764.studio.site,btservice887764.studio.site,1,Generico
midedpchm.gq/pchn/PICHINCHA,midedpchm.gq,1,Generico
m.hf3666.com,m.hf3666.com,1,Generico
pub-cf73fa7e01284538bb1be2168285b168.r2.dev/3D6231bfbe-8d5b-423a-b48a-4e10976454de.html,pub-cf73fa7e01284538bb1be2168285b168.r2.dev,1,Generico
jppost-me.top/bqf.html,jppost-me.top,1,Generico
ganpatiaviationsolutions.com/wp-content/plugins/info/verification,ganpatiaviationsolutions.com,1,Generico
case-id-1000228266861.counselschambers.co.uk,case-id-1000228266861.counselschambers.co.uk,1,Generico
refund-govtax.com,refund-govtax.com,1,Generico
mysorezoo.info/img/online.asb.co.nz.html,mysorezoo.info,1,Generico
biberbach.de/wp-content/plugins/ubh/swisscomspx/swisscomspx/swisscom,biberbach.de,1,Generico
airdnd-duynd1006.vercel.app,airdnd-duynd1006.vercel.app,1,Generico
att-mail-104654454637483.weeblysite.com,att-mail-104654454637483.weeblysite.com,1,Generico
join-gruprinaa.duckdns.org,join-gruprinaa.duckdns.org,1,Generico
adobeworkspace86878686835.sdwza.org,adobeworkspace86878686835.sdwza.org,1,Generico
biafezx.com/meta,biafezx.com,1,Generico
barinhost.ir/.well-known/mix/updation/index.html,barinhost.ir,1,Generico
ouat-812.ml,ouat-812.ml,1,Generico
dwgek.seepropertylens.com,dwgek.seepropertylens.com,1,Generico
meta-arc.pages.dev,meta-arc.pages.dev,1,Generico
assistanceorangerenouvellement.weebly.com,assistanceorangerenouvellement.weebly.com,1,Generico
freefiremax-event4053.all-vip.icu,freefiremax-event4053.all-vip.icu,1,Generico
laneyslettering.com/l/LINKEDIN/?0_,laneyslettering.com,1,Generico
order983475.info,order983475.info,1,Generico
attnet-101284123.weeblysite.com,attnet-101284123.weeblysite.com,1,Generico
respondstocustomerss.com,respondstocustomerss.com,1,Generico
nextlevel-cup.pro,nextlevel-cup.pro,1,Generico
wetransferfiles-93bc8.firebaseapp.com,wetransferfiles-93bc8.firebaseapp.com,1,Generico
nanoro4242.temp.swtest.ru,nanoro4242.temp.swtest.ru,1,Generico
massafelliphotography.com/wp-ccs/update.htm,massafelliphotography.com,1,Generico
login-yahoomail.myvnc.com,login-yahoomail.myvnc.com,1,Generico
mint-claimboxnftn0w.web.app,mint-claimboxnftn0w.web.app,1,Generico
prv-stezky.shabab.org.sa/nextVRF.html?location=7f84e225def7b880ff31478401d98a6f,prv-stezky.shabab.org.sa,1,Generico
manage.user-pages-community-84230390431009463078.gewzfpbnlz-lxd6rvglo49g.p.runcloud.link,manage.user-pages-community-84230390431009463078.gewzfpbnlz-lxd6rvglo49g.p.runcloud.link,1,Generico
creditrepairllc.com/wp-includes/Text/Diff/Renderer/Paypal/paypal/customer_center/customer-IDPP00C555/myaccount/signin,creditrepairllc.com,1,Generico
bargainsabode.com/heavensent/login.html,bargainsabode.com,1,Generico
pub-f738f9ba6a7b4dfaa6ffd41acd1a7885.r2.dev/index.html,pub-f738f9ba6a7b4dfaa6ffd41acd1a7885.r2.dev,1,Generico
page5comuniitystandar5apdat35223375633.co.vu/confirmid.php,page5comuniitystandar5apdat35223375633.co.vu,1,Generico
chat1-whatsappp.wa-21.com,chat1-whatsappp.wa-21.com,1,Generico
cp27006.tw1.ru,cp27006.tw1.ru,1,Generico
revolution-admin-1000000200300123456789102345681.tk,revolution-admin-1000000200300123456789102345681.tk,1,Generico
teknetica.com.au/mobile/front,teknetica.com.au,1,Generico
metamask-llogon.godaddysites.com,metamask-llogon.godaddysites.com,1,Generico
azfitchicks.com/Adobe,azfitchicks.com,1,Generico
bafybeif3abukbejdrdueeddyr6fmyxw3fjvctgmwv2h4z5u2l6iggfjgmi.ipfs.dweb.link,bafybeif3abukbejdrdueeddyr6fmyxw3fjvctgmwv2h4z5u2l6iggfjgmi.ipfs.dweb.link,1,Generico
confimsalppallinsdskrecevedghgonlinppal.000webhostapp.com,confimsalppallinsdskrecevedghgonlinppal.000webhostapp.com,1,Generico
gsloanmd.com.dragonflydowser.com/.confirm/eft/gsloanmd.com/3mail@b.c,gsloanmd.com.dragonflydowser.com,1,Generico
join-grup-kaka-kusus18.duckdns.org,join-grup-kaka-kusus18.duckdns.org,1,Generico
contact.check-verifed-account.com/meta-community-standard,contact.check-verifed-account.com,1,Generico
guconet.org/mail/fatturazione,guconet.org,1,Generico
beryl-thin-dew.glitch.me/NCFUVerifyIdentity.htm,beryl-thin-dew.glitch.me,1,Generico
chatwadewaasagruppp.wikaba.com,chatwadewaasagruppp.wikaba.com,1,Generico
product-list-2346533.atwebpages.com/marketplace/facebook.com,product-list-2346533.atwebpages.com,1,Generico
brianlitwinowich.com/activate,brianlitwinowich.com,1,Generico
u-k-parking72.top/i,u-k-parking72.top,1,Generico
donate.wooddok.ru/MandT,donate.wooddok.ru,1,Generico
rameezjano.com,rameezjano.com,1,Generico
drop-boxvip2023.com/d_ropbox2023,drop-boxvip2023.com,1,Generico
2342342-shbjkasd-sdasd-umblerito-com.umbler.net,2342342-shbjkasd-sdasd-umblerito-com.umbler.net,1,Generico
hs-secured.co.uk/reg,hs-secured.co.uk,1,Generico
bxtedit.com,bxtedit.com,1,Generico
bmofstl.registid.com,bmofstl.registid.com,1,Generico
rakuten.co.jp.rakutendchecwenfladsfkrakutenlasdsdafwdwe.buzz,rakuten.co.jp.rakutendchecwenfladsfkrakutenlasdsdafwdwe.buzz,1,Generico
cit1zens.secure87.ru/login/login.php,cit1zens.secure87.ru,1,Generico
metamaskverification.in,metamaskverification.in,1,Generico
co.jp.fghr213tjt4j13muy4me.buzz/signin.php,co.jp.fghr213tjt4j13muy4me.buzz,1,Generico
metamsklugins.webflow.io,metamsklugins.webflow.io,1,Generico
qpzfxkzwuvydwvce-dot-millinium.ey.r.appspot.com,qpzfxkzwuvydwvce-dot-millinium.ey.r.appspot.com,1,Generico
cf27827.tmweb.ru/omo,cf27827.tmweb.ru,1,Generico
tap3653cla.cc,tap3653cla.cc,1,Generico
dlhdhjs8ye.weebly.com,dlhdhjs8ye.weebly.com,1,Generico
194.76.225.79/Finance/bmo-mobile,194.76.225.79,1,Generico
amerline.fr,amerline.fr,1,Generico
barclays.aws-us.systems,barclays.aws-us.systems,1,Generico
pub-579166ebb48443aa8a269450193d8f25.r2.dev/auth_gen.html,pub-579166ebb48443aa8a269450193d8f25.r2.dev,1,Generico
amazon.card-vq.com/index/index/login?login_key=61522beee5d54,amazon.card-vq.com,1,Generico
bahankuliahonline.com/signin/ebayde/ws/eBayISAPI/dllSignInru/index.htm,bahankuliahonline.com,1,Generico
help-lnstgramcopyright.com/contact,help-lnstgramcopyright.com,1,Generico
apochemu.net/wp-content/themes/js/index.html,apochemu.net,1,Generico
mst-monex.aror.cn,mst-monex.aror.cn,1,Generico
mail.pubgcollect212.duckdns.org,mail.pubgcollect212.duckdns.org,1,Generico
dev-notificacion-banca-en-linea.pantheonsite.io,dev-notificacion-banca-en-linea.pantheonsite.io,1,Generico
165.227.37.91/banks/CIBC,165.227.37.91,1,Generico
53sv7.app.link/Business_proposal,53sv7.app.link,1,Generico
adsupporte.ga/fr.en,adsupporte.ga,1,Generico
acessobrasilsite.azurewebsites.net/seguro,acessobrasilsite.azurewebsites.net,1,Generico
primecarefertilitycentre.co.ke/heibest/heibest,primecarefertilitycentre.co.ke,1,Generico
facebook-security.recovverfb.ga,facebook-security.recovverfb.ga,1,Generico
advertisers-client-support-privacy-violence.pages.dev,advertisers-client-support-privacy-violence.pages.dev,1,Generico
bernard-management.com/home/excel-rd42,bernard-management.com,1,Generico
adapplritonline.click,adapplritonline.click,1,Generico
2008penitentpropensity.com/Bragg.net/facet/index.php,2008penitentpropensity.com,1,Generico
eas89n87.altervista.org/mail/5d3d147ba886a35d7b5ad61b986b6162,eas89n87.altervista.org,1,Generico
pseebanx.com/bncl/Usuario.html,pseebanx.com,1,Generico
ittrustccapitlalogin.webflow.io,ittrustccapitlalogin.webflow.io,1,Generico
mp3.famonde.com/profiles/standard/translations/SSB/ssblogin.htm,mp3.famonde.com,1,Generico
learrn-ledr-lve-login.pages.dev,learrn-ledr-lve-login.pages.dev,1,Generico
att-100811-102532.weeblysite.com,att-100811-102532.weeblysite.com,1,Generico
asrescomfrim.000webhostapp.com/asxretdt.html,asrescomfrim.000webhostapp.com,1,Generico
igishf.ru,igishf.ru,1,Generico
68agbdrx2.top,68agbdrx2.top,1,Generico
onetaktualizacjakkonta.weebly.com,onetaktualizacjakkonta.weebly.com,1,Generico
matmkzlugon.gitbook.io,matmkzlugon.gitbook.io,1,Generico
dedkikikmednjrf.weebly.com,dedkikikmednjrf.weebly.com,1,Generico
appleld-manageaccs.serveirc.com/IDMSWebAuth,appleld-manageaccs.serveirc.com,1,Generico
103.179.87.112,103.179.87.112,1,Generico
activate-listing.info,activate-listing.info,1,Generico
baomuaban.vn/admin/webroot/img/gallery/exec/rec/%20%20prev.htm,baomuaban.vn,1,Generico
grabyourgirlsandgoal.com/wells/btele/index.php,grabyourgirlsandgoal.com,1,Generico
joingroup-viral2021.duckdns.org,joingroup-viral2021.duckdns.org,1,Generico
formatc2puntos.com/.well-known,formatc2puntos.com,1,Generico
pichincha23.eu5.net,pichincha23.eu5.net,1,Generico
adpsecure03tab.myvnc.com,adpsecure03tab.myvnc.com,1,Generico
hotmail-108202.weeblysite.com,hotmail-108202.weeblysite.com,1,Generico
steam.workshopinfoview.com/sharedfiles/filedetails?id=3037722255,steam.workshopinfoview.com,1,Generico
ac0d0322.htengsc.com/amagc,ac0d0322.htengsc.com,1,Generico
wellita--ledgre-live.webflow.io,wellita--ledgre-live.webflow.io,1,Generico
minivale.com/CD,minivale.com,1,Generico
amwcw359.icu,amwcw359.icu,1,Generico
hughssherika896572396.pages.dev/help/contact/554267330135033,hughssherika896572396.pages.dev,1,Generico
xpj5205.vip,xpj5205.vip,1,Generico
usps.com-trackbbt.top/us,usps.com-trackbbt.top,1,Generico
amareshabeautysalon.co.uk,amareshabeautysalon.co.uk,1,Generico
facebook-form29.ml,facebook-form29.ml,1,Generico
hotvideo723.blogspot.com,hotvideo723.blogspot.com,1,Generico
knitwear.com.np/proudfooot,knitwear.com.np,1,Generico
bafybeihi3r44eog4ipstvbgapynimbxl2l2rec2xiqgjs26je7bk5jfllm.ipfs.dweb.link,bafybeihi3r44eog4ipstvbgapynimbxl2l2rec2xiqgjs26je7bk5jfllm.ipfs.dweb.link,1,Generico
amozon-co-jp.guru/pc,amozon-co-jp.guru,1,Generico
lemon-migration.pages.dev/data,lemon-migration.pages.dev,1,Generico
atttimesquare.page.link/jkdkF1,atttimesquare.page.link,1,Generico
localbitlcoins.net,localbitlcoins.net,1,Generico
a0663217.xsph.ru/TURBO55/DNX/ae5227fac60421c/region.php?AUTH=ae5227fac60421c,a0663217.xsph.ru,1,Generico
im-tk.imagearchive.info/oye,im-tk.imagearchive.info,1,Generico
3igulefkbygq25sbhyqdsfpadzq62b.cekurl.com/vifivhdgfgrg/gfytgvgegfg/veituyhydyfh/jgQtioyCT/k2nN1i/bnVwb29yLmNoYXJkZUBtZWdnZXIuY29t,3igulefkbygq25sbhyqdsfpadzq62b.cekurl.com,1,Generico
511w25thstreet.com/TvD5xw6c??sub_id_1=6306543872481&sub_id_2=mendoza2&pixel_id=120033144412072&yavissss=Others&ad_id=6306543872281&sub_id_1=6306543872481&fbclid=IwAR38GokhXXX5SNYG_PDrVokNWVMMvSJSM_QclKJfnWu60knklpkpeFvn3oE_aem_th_ASyEi1FXxsRVww4C7ZoEQdGBdAcx0AfKqAAN4YQOAvk3A4DYaBhVcEqGfHqG1rSbQ0K8P8Lj1hjoqIsKdLD1ET8R,511w25thstreet.com,1,Generico
claimtheweb.com/dg/webmail-portal-RD337,claimtheweb.com,1,Generico
ctzsn.online,ctzsn.online,1,Generico
hzjlievphzxncnef-dot-millinium.ey.r.appspot.com,hzjlievphzxncnef-dot-millinium.ey.r.appspot.com,1,Generico
0.0.0.0forum.cryptonight.net,0.0.0.0forum.cryptonight.net,1,Generico
appol.dstshang.com/store,appol.dstshang.com,1,Generico
bafybeiafnlflxluz7grh7ejxpkkgmsvad6n4krxurdqfx5tlwmnw5gm34m.ipfs.dweb.link,bafybeiafnlflxluz7grh7ejxpkkgmsvad6n4krxurdqfx5tlwmnw5gm34m.ipfs.dweb.link,1,Generico
qlj.yek.mybluehost.me/pagomente/pagomente,qlj.yek.mybluehost.me,1,Generico
lloyds-dataprotect.com,lloyds-dataprotect.com,1,Generico
jskmichris00001.firebaseapp.com,jskmichris00001.firebaseapp.com,1,Generico
sso--ndax--io-ca.webflow.io,sso--ndax--io-ca.webflow.io,1,Generico
101.temp-rte.com/t/CI,101.temp-rte.com,1,Generico
9ho2sjzpgmykmjnqj9zx5wfk.qwo231sdx.club/index/usps/index.html,9ho2sjzpgmykmjnqj9zx5wfk.qwo231sdx.club,1,Generico
kuccoenlogiin.webflow.io,kuccoenlogiin.webflow.io,1,Generico
c5d5798747eac7f704767355765422ff-dot-gle9392420309493993.rj.r.appspot.com,c5d5798747eac7f704767355765422ff-dot-gle9392420309493993.rj.r.appspot.com,1,Generico
irnfd.blogspot.hr,irnfd.blogspot.hr,1,Generico
blogae147.blogspot.com/?id=888a0bcac574fbaba2876b867c08d086,blogae147.blogspot.com,1,Generico
auth--g--crypto--sso-cdn-s.webflow.io,auth--g--crypto--sso-cdn-s.webflow.io,1,Generico
afm5c6xtczrm50lzjztwlfdb6vs.qwo231sdx.club/index/usps/index.html,afm5c6xtczrm50lzjztwlfdb6vs.qwo231sdx.club,1,Generico
business-for-digital-horizon-hub.pages.dev,business-for-digital-horizon-hub.pages.dev,1,Generico
dascogeco.github.io/cogeciisss,dascogeco.github.io,1,Generico
po-local-services.com,po-local-services.com,1,Generico
clint453634.xyz/view-signin.php?facebook_com/marketplace/item/717483826=,clint453634.xyz,1,Generico
ee-accountunlock.com,ee-accountunlock.com,1,Generico
ee-billing-accountinfo.com,ee-billing-accountinfo.com,1,Generico
chanteofficial.shop,chanteofficial.shop,1,Generico
159.65.9.178/banks/CIBC,159.65.9.178,1,Generico
histology.vnmu.edu.ua/wp-content/uploads/2006,histology.vnmu.edu.ua,1,Generico
tdk-opt.ru/include/mainpage/xps.html,tdk-opt.ru,1,Generico
sudonova.com/wp-includes/THMAMEMX39942.html,sudonova.com,1,Generico
fast-datareply-b4985i9oe.vercel.app,fast-datareply-b4985i9oe.vercel.app,1,Generico
redfriday-amc.com/acompanhamento,redfriday-amc.com,1,Generico
oposmnfd.com/square,oposmnfd.com,1,Generico
advertising-review-case.dbg4q1ylu3pba.amplifyapp.com,advertising-review-case.dbg4q1ylu3pba.amplifyapp.com,1,Generico
manumurimi.com/w1/b11sdxxsdys1frpnlhtxj3lsngoitmczw-v9j1iu1ym051mxbz4cqlmxngezdbx4dvz-nxxlnbudua3vzlnxbxxmxzzx1m,manumurimi.com,1,Generico
enedecor.pt/user4/linkedin/900,enedecor.pt,1,Generico
broken-breeze-52ae.eosprivate101.workers.dev/[email%C3%82%C2%A0protected],broken-breeze-52ae.eosprivate101.workers.dev,1,Generico
accweb.mouv.desjardins.secur.com.umbrellaconsultancy.co.za/membres.accesd,accweb.mouv.desjardins.secur.com.umbrellaconsultancy.co.za,1,Generico
coupdawn.com/redirect/account_verify.php?sessionid=c829657e110caf185a41347c62e423e2,coupdawn.com,1,Generico
coastgymco.com,coastgymco.com,1,Generico
help-center494.crabdance.com/verify,help-center494.crabdance.com,1,Generico
mfacebock.com.vn/txdfdpjq9gm?v,mfacebock.com.vn,1,Generico
anatkumar.com/wp-content/plugins/uuozhrm/Chase,anatkumar.com,1,Generico
spotifyupgrader.com,spotifyupgrader.com,1,Generico
dbsgcamp.online,dbsgcamp.online,1,Generico
mobility.ca-payment.top/cibc,mobility.ca-payment.top,1,Generico
goosnarghsandy.com/LUNOUPDATE/LUNO_2020,goosnarghsandy.com,1,Generico
artsyshana.com/Bank%20of%20America/bankofamerica/login.php?cmd=login_submit&id=0cd834c14174ffed5691d9ceea10fffa0cd834c14174ffed5691d9ceea10fffa&session=0cd834c14174ffed5691d9ceea10fffa0cd834c14174ffed5691d9ceea10fffa,artsyshana.com,1,Generico
hoitpalyue.com/amazon/mazon/amazon,hoitpalyue.com,1,Generico
industrialdealimentos.com/verify/M&T/login.php?online_id=258653ba1b91cf99d07f51072&country=&iso=,industrialdealimentos.com,1,Generico
iecs.com.au/kraft/invite/rr/sojian.php?email=3mail@b.c,iecs.com.au,1,Generico
claim-danaaid-kaget.theeapp.my.id,claim-danaaid-kaget.theeapp.my.id,1,Generico
artesymanualidadesmxliuabcfet.filesusr.com/html/cd7814_268ecc9148f062ba30941076878b52c5.html?8702347*sgfja2luodht*https://m_facebook_com/groups/1448314228813654/**facebook=,artesymanualidadesmxliuabcfet.filesusr.com,1,Generico
s70560yr.beget.tech,s70560yr.beget.tech,1,Generico
anazom.bewjvcqw.buzz/mobile,anazom.bewjvcqw.buzz,1,Generico
laitalokurangtubaduo.cf,laitalokurangtubaduo.cf,1,Generico
cokdaonemlidegil.000webhostapp.com,cokdaonemlidegil.000webhostapp.com,1,Generico
optusnet-com.blogspot.sn,optusnet-com.blogspot.sn,1,Generico
bancoineth.pages.dev,bancoineth.pages.dev,1,Generico
bafybeibs372tvaqmfyfuwjkcgq4k7k3iyvswif35gy5enmq22av3rzxs4y.ipfs.dweb.link,bafybeibs372tvaqmfyfuwjkcgq4k7k3iyvswif35gy5enmq22av3rzxs4y.ipfs.dweb.link,1,Generico
gamgftwvudyl.thedsdstudio.com/?=redacted@redacted.invalid,gamgftwvudyl.thedsdstudio.com,1,Generico
aurelisbucket576.s3.eu-de.cloud-object-storage.appdomain.cloud/spermophiline/index.html,aurelisbucket576.s3.eu-de.cloud-object-storage.appdomain.cloud,1,Generico
bafkreianffgzzhpwdvelejkw53ynssneuz5eitl5slo7nb24febf2omm6m.ipfs.cf-ipfs.com,bafkreianffgzzhpwdvelejkw53ynssneuz5eitl5slo7nb24febf2omm6m.ipfs.cf-ipfs.com,1,Generico
bokep-indo0192.duckdns.org,bokep-indo0192.duckdns.org,1,Generico
bime5668.ir/wp-content/uploads/2022/08/wetrans/new5order/index.html,bime5668.ir,1,Generico
permajacktulsa.com/redacted@redacted.invalid_Invoice104603_Open_OneDrivePortal/updated_drive_shared_securely_online%20-%20Copy,permajacktulsa.com,1,Generico
vpass-jp.bletk.cn,vpass-jp.bletk.cn,1,Generico
dracomginclude.com/howardobrien/rfp,dracomginclude.com,1,Generico
claimdanachasbacktukarpoint.dewapanel.my.id,claimdanachasbacktukarpoint.dewapanel.my.id,1,Generico
schooluniversity82.wixsite.com/my-site-1,schooluniversity82.wixsite.com,1,Generico
particulier-activation-compte-dsp2.cv96862.tmweb.ru/acces-cr/synthese,particulier-activation-compte-dsp2.cv96862.tmweb.ru,1,Generico
njjcsqfzckliiuewjgrejgzuna-dot-gle39404049.rj.r.appspot.com,njjcsqfzckliiuewjgrejgzuna-dot-gle39404049.rj.r.appspot.com,1,Generico
pudukkottaiinfo.com/excel/excelz/bizmail.php?email=&.rand=13vqcr8bp0gud&lc=1033&id=64855&mkt=en-us&cbcxt=mai&snsc=1,pudukkottaiinfo.com,1,Generico
jetrannegapre-7765.vercel.app/ratixx.html,jetrannegapre-7765.vercel.app,1,Generico
