url,domain,label
data.mel.cgiar.org,data.mel.cgiar.org,0
agilitypr.com,agilitypr.com,0
somosporto.org,somosporto.org,0
kandiral.ru,kandiral.ru,0
sposdk.cz,sposdk.cz,0
paolocastelli.com,paolocastelli.com,0
bxglh.com,bxglh.com,0
vatutine.org,vatutine.org,0
cb1100-sc65.com,cb1100-sc65.com,0
phoenix4kids.nl,phoenix4kids.nl,0
distributors.cargill.com,distributors.cargill.com,0
bootscashchemists.com,bootscashchemists.com,0
bastdriedorp.nl,bastdriedorp.nl,0
leaguecrack.io,leaguecrack.io,0
kicks105.com,kicks105.com,0
jaxandmaeco.com,jaxandmaeco.com,0
appseoranking.com,appseoranking.com,0
pulse-control.com,pulse-control.com,0
jiningban.com,jiningban.com,0
sixfiguresunder.com,sixfiguresunder.com,0
siam2web.com,siam2web.com,0
polycrane3d.com,polycrane3d.com,0
scottbarrykaufman.com,scottbarrykaufman.com,0
restaurantedonquijote.com,restaurantedonquijote.com,0
culturaverde-machinery.gr,culturaverde-machinery.gr,0
digitalbank.capital,digitalbank.capital,0
clubsugardaddy.com,clubsugardaddy.com,0
spunteblu.it,spunteblu.it,0
hdxhws.com,hdxhws.com,0
document.intra-mart.jp,document.intra-mart.jp,0
livealfresco.com,livealfresco.com,0
puzzle-tech.com,puzzle-tech.com,0
optum.com,optum.com,0
baluart.net,baluart.net,0
armstrongfineart.com,armstrongfineart.com,0
bosi.bg,bosi.bg,0
sarkanytuz.hu,sarkanytuz.hu,0
brianelstonlaw.com,brianelstonlaw.com,0
jianli.51job.com,jianli.51job.com,0
matteosafety.ro,matteosafety.ro,0
razi.ac.ir,razi.ac.ir,0
lewrockwell.com,lewrockwell.com,0
hnmsa.cn,hnmsa.cn,0
eparesearch.epa.ie,eparesearch.epa.ie,0
gmt.co.id,gmt.co.id,0
mihaylovsk.itel-trade.ru,mihaylovsk.itel-trade.ru,0
lyricslion.com,lyricslion.com,0
arzshop.tw,arzshop.tw,0
bkmgrants.com,bkmgrants.com,0
cinis-finanz.de,cinis-finanz.de,0
lazareff-lebars.com,lazareff-lebars.com,0
butik.tantscrappa.se,butik.tantscrappa.se,0
modaes.com,modaes.com,0
stareyes.se,stareyes.se,0
cross-stitch-usa.com,cross-stitch-usa.com,0
treefrogbeads.com,treefrogbeads.com,0
corendon.nl,corendon.nl,0
bovada-casino.online,bovada-casino.online,0
sy-kisu.ch,sy-kisu.ch,0
abireg.ru,abireg.ru,0
salpausselan.kennelpiiri.fi,salpausselan.kennelpiiri.fi,0
flagma.sk,flagma.sk,0
gastrofair.shop,gastrofair.shop,0
homeomart.com,homeomart.com,0
iwmwys.cn,iwmwys.cn,0
kulturtreffbothfeld.de,kulturtreffbothfeld.de,0
hampshirelive.news,hampshirelive.news,0
tcopo.cocolog-nifty.com,tcopo.cocolog-nifty.com,0
robert-runkel.de,robert-runkel.de,0
alchourouk.com,alchourouk.com,0
thrivingmindpsych.com,thrivingmindpsych.com,0
telega.in,telega.in,0
qqcporn.com,qqcporn.com,0
jn-test.com,jn-test.com,0
de.thibstasmedia.com,de.thibstasmedia.com,0
famitei.com,famitei.com,0
info.ncdhhs.gov,info.ncdhhs.gov,0
kettymarinova.com,kettymarinova.com,0
bossybitches.com,bossybitches.com,0
galleriagiannoni.it,galleriagiannoni.it,0
blueberry-fruits.com,blueberry-fruits.com,0
fenglouge.org,fenglouge.org,0
jufa.jp,jufa.jp,0
jorgequixabeira.ucoz.com,jorgequixabeira.ucoz.com,0
bricorama-gabon.com,bricorama-gabon.com,0
goeatgive.org,goeatgive.org,0
apkbone.com,apkbone.com,0
villebonaventure.ca,villebonaventure.ca,0
fijnwoonik.nl,fijnwoonik.nl,0
vindhyavani.com,vindhyavani.com,0
aitiip.com,aitiip.com,0
dondebat.biz,dondebat.biz,0
learn-life.com,learn-life.com,0
pixelpost.pl,pixelpost.pl,0
psicologiaavanzada.es,psicologiaavanzada.es,0
prodive.co.nz,prodive.co.nz,0
csuregarch.intersect.org.au,csuregarch.intersect.org.au,0
olrs.ru,olrs.ru,0
kommunutbildningar.se,kommunutbildningar.se,0
thechiropracticalumni.org.au,thechiropracticalumni.org.au,0
maxtuningshop.com,maxtuningshop.com,0
the-interpreter.org,the-interpreter.org,0
getnews.info,getnews.info,0
saeko.officialblog.jp,saeko.officialblog.jp,0
sueddeutsche.de,sueddeutsche.de,0
anaisdeco.gr,anaisdeco.gr,0
loveleefabric.com.au,loveleefabric.com.au,0
electro.md,electro.md,0
proxygizlen.com,proxygizlen.com,0
qiusongsong.net,qiusongsong.net,0
japonesca.com,japonesca.com,0
cs.wammu.eu,cs.wammu.eu,0
rcbookcase.com,rcbookcase.com,0
isitdownrightnow.com,isitdownrightnow.com,0
annipoole.com,annipoole.com,0
bolshevik.info,bolshevik.info,0
journal.rs,journal.rs,0
bstorm.org,bstorm.org,0
m888888.shop,m888888.shop,0
avaap.com,avaap.com,0
casasdejuannunez.es,casasdejuannunez.es,0
cyclone3.com,cyclone3.com,0
imagetostl.com,imagetostl.com,0
corsishop.com,corsishop.com,0
klink-gruppe.de,klink-gruppe.de,0
stridersofcroydon.org.uk,stridersofcroydon.org.uk,0
westcoasthardwoods.net,westcoasthardwoods.net,0
webcam.coolstreaming.us,webcam.coolstreaming.us,0
michiganfarmfun.com,michiganfarmfun.com,0
focx.store,focx.store,0
houseopenworld.com,houseopenworld.com,0
unu-imobiliare.ro,unu-imobiliare.ro,0
adolaa.net,adolaa.net,0
ema.cam,ema.cam,0
makeyourstats.com,makeyourstats.com,0
lemediateurhaiti.com,lemediateurhaiti.com,0
bakaly.hh.ru,bakaly.hh.ru,0
primagames.com,primagames.com,0
weichertpikespeak.com,weichertpikespeak.com,0
nflexclusive.com,nflexclusive.com,0
gwx-recruit.com,gwx-recruit.com,0
foxy-nails.net,foxy-nails.net,0
citiced.org,citiced.org,0
metroaceh.com,metroaceh.com,0
segway-tours.no,segway-tours.no,0
kpr.pl,kpr.pl,0
depoortvankleef.nl,depoortvankleef.nl,0
skogensgunsupply.com,skogensgunsupply.com,0
perelikpamporovo.com,perelikpamporovo.com,0
alvareviewcourier.com,alvareviewcourier.com,0
lreda.org,lreda.org,0
meduza.biz,meduza.biz,0
gyergyoszentmiklos.eu,gyergyoszentmiklos.eu,0
pro-pamyat.ru,pro-pamyat.ru,0
hant.se,hant.se,0
likeni.ru,likeni.ru,0
hendersongroup.org,hendersongroup.org,0
wmo-sat.info,wmo-sat.info,0
biblio.ville-emmerin.net,biblio.ville-emmerin.net,0
cameramedia.ro,cameramedia.ro,0
pasolite.in,pasolite.in,0
freshperspectivephoto.com,freshperspectivephoto.com,0
sunsportiran.com,sunsportiran.com,0
theoule-sur-mer.fr,theoule-sur-mer.fr,0
pineyflatsbaptist.org,pineyflatsbaptist.org,0
black-sheeps.eu,black-sheeps.eu,0
portlaoisecbs.com,portlaoisecbs.com,0
cryptoguide.kr,cryptoguide.kr,0
sverigesvinnare.se,sverigesvinnare.se,0
pumpputek.fi,pumpputek.fi,0
1609design.com,1609design.com,0
copilotsearch.com,copilotsearch.com,0
talladegacountydst.org,talladegacountydst.org,0
gak.co.uk,gak.co.uk,0
casinos-seguros.com,casinos-seguros.com,0
herboristeriecreole.com,herboristeriecreole.com,0
castilla.radio.fm,castilla.radio.fm,0
techol.net,techol.net,0
pelhamplus.com,pelhamplus.com,0
sdhsatalice.cz,sdhsatalice.cz,0
mirror.logol.ru,mirror.logol.ru,0
ca.foryourlegs.com,ca.foryourlegs.com,0
dyslexiacentrenorthwest.co.uk,dyslexiacentrenorthwest.co.uk,0
dctkd.org,dctkd.org,0
images.google.co.jp,images.google.co.jp,0
konsortiumnorsah.com,konsortiumnorsah.com,0
vvprf.ru,vvprf.ru,0
savebaby.net,savebaby.net,0
downtowndayton.org,downtowndayton.org,0
wildlifecaps.com,wildlifecaps.com,0
viadurini.es,viadurini.es,0
jourusa.com,jourusa.com,0
arspress.ru,arspress.ru,0
rsgymwear.com.au,rsgymwear.com.au,0
udem.scimago.es,udem.scimago.es,0
hoydenz.com,hoydenz.com,0
kia-charlotta.com,kia-charlotta.com,0
seni.bg,seni.bg,0
spkubani.club,spkubani.club,0
southwestbaptisthavasu.org,southwestbaptisthavasu.org,0
kumanoit.com,kumanoit.com,0
ddtbookstore.com,ddtbookstore.com,0
landrover.fr,landrover.fr,0
sonoskills.com,sonoskills.com,0
de.cambrotv.net,de.cambrotv.net,0
salaciadecor.com,salaciadecor.com,0
slimmingworld.co.uk,slimmingworld.co.uk,0
bisque.hu,bisque.hu,0
careers.ifdhe.aha.org,careers.ifdhe.aha.org,0
volty.cz,volty.cz,0
game-tournaments.com,game-tournaments.com,0
kingfisher-aviation.com,kingfisher-aviation.com,0
360camp.es,360camp.es,0
floristikaweb.cz,floristikaweb.cz,0
lovecoupons.co.in,lovecoupons.co.in,0
jpclothingco.com,jpclothingco.com,0
hancocks.co.nz,hancocks.co.nz,0
sexyweek.ru,sexyweek.ru,0
museonavigante.it,museonavigante.it,0
coial.org,coial.org,0
agboss.com.au,agboss.com.au,0
liannan.gov.cn,liannan.gov.cn,0
wbtguns.com,wbtguns.com,0
admzhirn.ru,admzhirn.ru,0
fruugo.sk,fruugo.sk,0
radioatticarchives.com,radioatticarchives.com,0
toms-k.ru,toms-k.ru,0
zusafragranceandsupply.com,zusafragranceandsupply.com,0
hanfordhistory.com,hanfordhistory.com,0
atvzt.com,atvzt.com,0
decodamira.ro,decodamira.ro,0
liclic.jp,liclic.jp,0
beschlagswelt.de,beschlagswelt.de,0
automestergentofte.dk,automestergentofte.dk,0
secondnaturelandscapingmn.com,secondnaturelandscapingmn.com,0
maglianosabina.com,maglianosabina.com,0
grupo10.com,grupo10.com,0
slavnostijihu.cz,slavnostijihu.cz,0
funknstuff.net,funknstuff.net,0
apprendslepolonais.online,apprendslepolonais.online,0
arloves.com,arloves.com,0
templebethkodesh.org,templebethkodesh.org,0
online-gartencenter.de,online-gartencenter.de,0
lucrin.de,lucrin.de,0
kr.enfmetal.com,kr.enfmetal.com,0
m.opensoftwarelist.com,m.opensoftwarelist.com,0
bitlending.jp,bitlending.jp,0
mktechae.com,mktechae.com,0
fairewoche.bizme.de,fairewoche.bizme.de,0
gero-izakaya.com,gero-izakaya.com,0
vortexriambel.com,vortexriambel.com,0
alanplacephotography.com,alanplacephotography.com,0
grupoexcelsior.com,grupoexcelsior.com,0
996xr.com,996xr.com,0
qapzp.cn,qapzp.cn,0
bethaverim.org,bethaverim.org,0
london.ctvnews.ca,london.ctvnews.ca,0
swinkelsauto.nl,swinkelsauto.nl,0
funktiemediair.nl,funktiemediair.nl,0
juguetemolon.com,juguetemolon.com,0
frontpageafricaonline.com,frontpageafricaonline.com,0
iconica3d.es,iconica3d.es,0
amal2.pl,amal2.pl,0
youplumber.com,youplumber.com,0
fotomelcer.com.pl,fotomelcer.com.pl,0
354s.com,354s.com,0
pleasanthillumc.org,pleasanthillumc.org,0
taalime.com,taalime.com,0
sport989.com,sport989.com,0
marumakenkou.com,marumakenkou.com,0
infinitysportshop.it,infinitysportshop.it,0
cnfmag.com,cnfmag.com,0
hidocshblcy.netlify.app,hidocshblcy.netlify.app,0
accessiblelibraries.ca,accessiblelibraries.ca,0
n0hr.com,n0hr.com,0
identitygroup.com,identitygroup.com,0
canoncomij-setup.com,canoncomij-setup.com,0
bocciprepmeals.com,bocciprepmeals.com,0
thotchicks.com,thotchicks.com,0
alx34.com,alx34.com,0
cor-pharm.com,cor-pharm.com,0
endoyoo.com,endoyoo.com,0
rymjz.com,rymjz.com,0
profile.brands.live,profile.brands.live,0
alondravillas.com,alondravillas.com,0
bayofislandsinformation.co.nz,bayofislandsinformation.co.nz,0
escalon.services,escalon.services,0
bylinkyeshop.sk,bylinkyeshop.sk,0
podium-brest.com,podium-brest.com,0
aziendaagricolapeluso.com,aziendaagricolapeluso.com,0
sakesen.com,sakesen.com,0
lalft5b9.pixnet.net,lalft5b9.pixnet.net,0
woge-bremerhaven.de,woge-bremerhaven.de,0
pickleballuncensored.com,pickleballuncensored.com,0
mahijewellery.com,mahijewellery.com,0
iniani.com,iniani.com,0
camdodienthoai.com,camdodienthoai.com,0
mygamesnow.net,mygamesnow.net,0
62221559.shop.strato.de,62221559.shop.strato.de,0
sexyboite.com,sexyboite.com,0
bradleyfuelandrepair.com,bradleyfuelandrepair.com,0
patentdocs.org,patentdocs.org,0
memckimmy.com,memckimmy.com,0
beltonehr.com,beltonehr.com,0
vivazschool.com,vivazschool.com,0
ap-dank.com,ap-dank.com,0
datamachineintelligence.eu,datamachineintelligence.eu,0
zutpa.com,zutpa.com,0
kadikoytarihicarsi.com,kadikoytarihicarsi.com,0
texasweedsyndicate.com,texasweedsyndicate.com,0
inserman.com,inserman.com,0
brunamonster.nl,brunamonster.nl,0
bluestore.gr,bluestore.gr,0
infar-steiermark.at,infar-steiermark.at,0
rosalinakitchen.pixnet.net,rosalinakitchen.pixnet.net,0
firefightertoolbox.com,firefightertoolbox.com,0
esf.se,esf.se,0
nova-skin.ru,nova-skin.ru,0
motorradhaus-ebert.de,motorradhaus-ebert.de,0
wp.hanmoto.com,wp.hanmoto.com,0
themiddlemarket.com,themiddlemarket.com,0
hollywood-lifestyle.de,hollywood-lifestyle.de,0
akasaka.fr,akasaka.fr,0
clay.earth,clay.earth,0
beauty-images.net,beauty-images.net,0
samatahome.com,samatahome.com,0
royguru.ru,royguru.ru,0
gitlab.iseard.media,gitlab.iseard.media,0
freebieshark.com,freebieshark.com,0
zanzewrld.com,zanzewrld.com,0
remaja.my,remaja.my,0
secaucusnj.gov,secaucusnj.gov,0
autolackcentrum.de,autolackcentrum.de,0
zargeshellas.gr,zargeshellas.gr,0
kopavguldhcmo.firebaseapp.com,kopavguldhcmo.firebaseapp.com,0
gleneagles.com.sg,gleneagles.com.sg,0
asta24.pl,asta24.pl,0
patina.farm,patina.farm,0
gruene-korschenbroich.de,gruene-korschenbroich.de,0
takte-online.de,takte-online.de,0
jp.motorsport.com,jp.motorsport.com,0
ciudadreal24horas.com,ciudadreal24horas.com,0
korolevremont-market.ru,korolevremont-market.ru,0
slowood-interior.pl,slowood-interior.pl,0
emilyhannah.com,emilyhannah.com,0
endlesshighway.org,endlesshighway.org,0
exedra-berlin.de,exedra-berlin.de,0
eatout.co.za,eatout.co.za,0
mispapelicos.com,mispapelicos.com,0
spanishmarblegroup.com,spanishmarblegroup.com,0
volgograd.cc-online.ru,volgograd.cc-online.ru,0
acce-style.com,acce-style.com,0
findurwayhome.com,findurwayhome.com,0
ccast.co.kr,ccast.co.kr,0
toastmastershasselt.be,toastmastershasselt.be,0
murmansk.hp-discount.ru,murmansk.hp-discount.ru,0
omi8.net,omi8.net,0
orfedigital.com,orfedigital.com,0
cjdele.dk,cjdele.dk,0
smarterspaces.com.au,smarterspaces.com.au,0
crestnicholson.com,crestnicholson.com,0
pourdebon.com,pourdebon.com,0
joinedincare.com,joinedincare.com,0
scphousingauthority.com,scphousingauthority.com,0
moviemp4.net,moviemp4.net,0
marmenorchurch.com,marmenorchurch.com,0
forum-baza.ru,forum-baza.ru,0
autodevice.ru,autodevice.ru,0
wolbrom.pl,wolbrom.pl,0
warezstream.net,warezstream.net,0
lyricsmania.com,lyricsmania.com,0
5jle.com,5jle.com,0
sainsburykia.com.au,sainsburykia.com.au,0
hoikuen-clarissakanoue.net,hoikuen-clarissakanoue.net,0
pt.utstesters.com,pt.utstesters.com,0
arbolesyflores.com,arbolesyflores.com,0
garrettjapan.com,garrettjapan.com,0
concours.kezakoo.com,concours.kezakoo.com,0
kobehotter.blog77.fc2.com,kobehotter.blog77.fc2.com,0
alldirectorylisting.com,alldirectorylisting.com,0
vrrtxlaw.com,vrrtxlaw.com,0
unidata.ucar.edu,unidata.ucar.edu,0
jiaoyu.techezines.com,jiaoyu.techezines.com,0
naseva.com,naseva.com,0
d9creation.com,d9creation.com,0
inpuit.eu,inpuit.eu,0
katrinaandtheteam.com,katrinaandtheteam.com,0
thetravelwrapcompany.com,thetravelwrapcompany.com,0
cmaeboli.com,cmaeboli.com,0
gbase.com,gbase.com,0
horizonkites.com,horizonkites.com,0
shop.evro.ch,shop.evro.ch,0
scarfiza.com,scarfiza.com,0
iwamoto-awards.com,iwamoto-awards.com,0
nationaltoday.com,nationaltoday.com,0
exo-stick.com,exo-stick.com,0
postalcodedb.com,postalcodedb.com,0
fr-facile.ru,fr-facile.ru,0
site.thaiembassy.jp,site.thaiembassy.jp,0
ww25.kuliahkomunikasi.com,ww25.kuliahkomunikasi.com,0
sony.co.uk,sony.co.uk,0
curiouscultivator.com,curiouscultivator.com,0
dialogcollective.com,dialogcollective.com,0
sfu.cdlx.dev,sfu.cdlx.dev,0
lusid.se,lusid.se,0
moscavins.ch,moscavins.ch,0
theatreroyal.com.au,theatreroyal.com.au,0
espash.ir,espash.ir,0
giampierosalon.com,giampierosalon.com,0
fotoperiodistasaragon.com,fotoperiodistasaragon.com,0
jowa.com,jowa.com,0
scottwilson-photography.com,scottwilson-photography.com,0
postkarten-archiv.de,postkarten-archiv.de,0
tech-it-up.com,tech-it-up.com,0
aonaznowugotuje.pl,aonaznowugotuje.pl,0
mihaylovka.flow-expert.ru,mihaylovka.flow-expert.ru,0
honest-catch.com,honest-catch.com,0
letters.net.au,letters.net.au,0
centrosilla.es,centrosilla.es,0
myguidebudapest.com,myguidebudapest.com,0
qtum.info,qtum.info,0
saegebob.de,saegebob.de,0
amaderishwardi.com,amaderishwardi.com,0
hps-ltd.co.uk,hps-ltd.co.uk,0
